county_state,num_hospitals,num_acute_care_hospitals,avg_acute_care_rating,median_acute_care_rating,pct_acute_care
"GULF, FL",1,1.0,5.0,5.0,100.0
"GUAYNABO, PR",1,1.0,,,100.0
"GUAYANILLA, PR",1,1.0,,,100.0
"GUADALUPE, TX",1,1.0,2.0,2.0,100.0
"GUADALUPE, NM",1,1.0,,,100.0
"GRUNDY, MO",1,,,,
"GRUNDY, IL",1,1.0,3.0,3.0,100.0
"GRUNDY, IA",1,,,,
"GRIMES, TX",1,,,,
"GRIGGS, ND",1,,,,
"GRENADA, MS",1,1.0,2.0,2.0,100.0
"GREER, OK",1,,,,
"GRAHAM, AZ",1,1.0,4.0,4.0,100.0
"GRADY, OK",1,1.0,4.0,4.0,100.0
"GRADY, GA",1,1.0,3.0,3.0,100.0
"GOVE, KS",1,,,,
"GALAX CITY, VA",1,1.0,3.0,3.0,100.0
"GAINES, TX",1,,,,
"GAGE, NE",1,,,,
"GADSDEN, FL",1,1.0,,,100.0
"FURNAS, NE",1,,,,
"FULTON, PA",1,,,,
"FULTON, OH",1,,,,
"FULTON, NY",1,1.0,4.0,4.0,100.0
"FULTON, IN",1,,,,
"FULTON, IL",1,1.0,3.0,3.0,100.0
"FULTON, AR",1,,,,
"FRIO, TX",1,,,,
"FREMONT, WY",1,1.0,2.0,2.0,100.0
"FREMONT, IA",1,,,,
"FREMONT, CO",1,,,,
"FREESTONE, TX",1,1.0,4.0,4.0,100.0
"FREEBORN, MN",1,1.0,5.0,5.0,100.0
"FREDERICKSBURG CITY, VA",1,1.0,3.0,3.0,100.0
"FREDERICK, MD",1,1.0,3.0,3.0,100.0
"FRANKLIN CITY, VA",1,1.0,2.0,2.0,100.0
"FRANKLIN, WA",1,,,,
"FRANKLIN, VT",1,1.0,4.0,4.0,100.0
"FRANKLIN, VA",1,1.0,4.0,4.0,100.0
"FRANKLIN, TN",1,1.0,3.0,3.0,100.0
"FRANKLIN, NE",1,,,,
"FRANKLIN, MS",1,,,,
"FRANKLIN, ME",1,1.0,3.0,3.0,100.0
"GALLIA, OH",1,1.0,2.0,2.0,100.0
"GARDEN, NE",1,,,,
"GARFIELD, MT",1,,,,
"GIBSON, TN",1,1.0,4.0,4.0,100.0
"GOSHEN, WY",1,,,,
"GORDON, GA",1,1.0,5.0,5.0,100.0
"GOODING, ID",1,,,,
"GONZALES, TX",1,1.0,4.0,4.0,100.0
"GOGEBIC, MI",1,,,,
"GLOUCESTER, VA",1,1.0,3.0,3.0,100.0
"GLOUCESTER, NJ",1,1.0,2.0,2.0,100.0
"GLENN, CA",1,,,,
"GLADWIN, MI",1,,,,
"GILLESPIE, TX",1,1.0,5.0,5.0,100.0
"GILES, VA",1,,,,
"GILES, TN",1,1.0,4.0,4.0,100.0
"GIBSON, IN",1,,,,
"GARFIELD, UT",1,,,,
"GEORGETOWN, SC",1,1.0,3.0,3.0,100.0
"GEORGE, MS",1,1.0,3.0,3.0,100.0
"GENTRY, MO",1,,,,
"GENEVA, AL",1,1.0,3.0,3.0,100.0
"GENESEE, NY",1,1.0,2.0,2.0,100.0
"GEM, ID",1,,,,
"GEAUGA, OH",1,1.0,4.0,4.0,100.0
"GEARY, KS",1,1.0,3.0,3.0,100.0
"GASTON, NC",1,1.0,2.0,2.0,100.0
"GASCONADE, MO",1,,,,
"GARRETT, MD",1,1.0,4.0,4.0,100.0
"GARFIELD, WA",1,,,,
"HAMPTON CITY, VA",1,1.0,3.0,3.0,100.0
"HANCOCK, IA",1,,,,
"HANCOCK, IL",1,,,,
"HOOD RIVER, OR",1,,,,
"IOSCO, MI",1,1.0,4.0,4.0,100.0
"IONIA, MI",1,,,,
"INDIANA, PA",1,1.0,3.0,3.0,100.0
"INDEPENDENCE, AR",1,1.0,3.0,3.0,100.0
"IDA, IA",1,,,,
"IBERIA, LA",1,1.0,2.0,2.0,100.0
"HUTCHINSON, TX",1,,,,
"HUNTINGTON, IN",1,1.0,4.0,4.0,100.0
"HUNTINGDON, PA",1,1.0,3.0,3.0,100.0
"HUNTERDON, NJ",1,1.0,2.0,2.0,100.0
"HUMPHREYS, TN",1,,,,
"HUMBOLDT, NV",1,,,,
"HUMBOLDT, IA",1,,,,
"HUGHES, SD",1,1.0,4.0,4.0,100.0
"HUGHES, OK",1,,,,
"HUERFANO, CO",1,,,,
"HUBBARD, MN",1,,,,
"HOWARD, NE",1,,,,
"HOWARD, MD",1,1.0,3.0,3.0,100.0
"HOWARD, IA",1,,,,
"HOWARD, AR",1,,,,
"HOUSTON, TX",1,1.0,,,100.0
"HOUSTON, TN",1,,,,
"HOT SPRINGS, WY",1,,,,
"HOT SPRING, AR",1,1.0,4.0,4.0,100.0
"HOPKINS, TX",1,1.0,3.0,3.0,100.0
"HOPKINS, KY",1,1.0,2.0,2.0,100.0
"IOWA, IA",1,,,,
"IOWA, WI",1,,,,
"IRON, MI",1,,,,
"JACKSON, LA",1,,,,
"JASPER, IN",1,,,,
"JASPER, IA",1,1.0,4.0,4.0,100.0
"JASPER, GA",1,,,,
"JACKSON, WV",1,,,,
"JACKSON, WI",1,,,,
"JACKSON, TX",1,,,,
"JACKSON, OK",1,1.0,2.0,2.0,100.0
"JACKSON, OH",1,,,,
"JACKSON, NC",1,1.0,1.0,1.0,100.0
"JACKSON, MS",1,1.0,2.0,2.0,100.0
"JACKSON, MN",1,,,,
"JACKSON, MI",1,1.0,4.0,4.0,100.0
"JACKSON, KS",1,,,,
"IRON, MO",1,,,,
"JACKSON, IN",1,1.0,5.0,5.0,100.0
"JACKSON, IA",1,,,,
"JACKSON, GA",1,1.0,3.0,3.0,100.0
"JACKSON, FL",1,1.0,3.0,3.0,100.0
"JACKSON, AL",1,1.0,1.0,1.0,100.0
"JACK, TX",1,1.0,,,100.0
"ISLAND, WA",1,,,,
"ISANTI, MN",1,1.0,4.0,4.0,100.0
"ISABELLA, MI",1,1.0,3.0,3.0,100.0
"IRWIN, GA",1,1.0,,,100.0
"IROQUOIS, IL",1,1.0,3.0,3.0,100.0
"IRON, UT",1,1.0,4.0,4.0,100.0
"HOPEWELL CITY, VA",1,1.0,2.0,2.0,100.0
"HOOD, TX",1,1.0,4.0,4.0,100.0
"HANCOCK, IN",1,1.0,3.0,3.0,100.0
"HOLMES, OH",1,1.0,4.0,4.0,100.0
"HARRISONBURG CITY, VA",1,1.0,4.0,4.0,100.0
"HARRISON, TX",1,1.0,3.0,3.0,100.0
"HARRISON, OH",1,,,,
"HARRISON, MO",1,,,,
"HARRISON, KY",1,1.0,2.0,2.0,100.0
"HARRISON, IN",1,,,,
"HARRISON, IA",1,,,,
"HARPER, OK",1,,,,
"HARPER, KS",1,,,,
"HARNEY, OR",1,,,,
"HARMON, OK",1,,,,
"HARLAN, NE",1,,,,
"HARLAN, KY",1,1.0,2.0,2.0,100.0
"HARDIN, TN",1,1.0,3.0,3.0,100.0
"HARDIN, OH",1,,,,
"HARDIN, IL",1,,,,
"HARDIN, IA",1,,,,
"HARDEMAN, TN",1,,,,
"HARDEE, FL",1,,,,
"HARALSON, GA",1,,,,
"HANSFORD, TX",1,,,,
"HANOVER, VA",1,1.0,5.0,5.0,100.0
"HAND, SD",1,,,,
"HANCOCK, WV",1,1.0,3.0,3.0,100.0
"HANCOCK, TN",1,,,,
"HANCOCK, OH",1,1.0,4.0,4.0,100.0
"HANCOCK, MS",1,1.0,4.0,4.0,100.0
"HART, KY",1,,,,
"HASKELL, KS",1,,,,
"HASKELL, OK",1,,,,
"HENRY, TN",1,1.0,3.0,3.0,100.0
"HOLMES, MS",1,,,,
"HOLMES, FL",1,,,,
"HOKE, NC",1,1.0,4.0,4.0,100.0
"HODGEMAN, KS",1,,,,
"HOCKLEY, TX",1,1.0,4.0,4.0,100.0
"HOCKING, OH",1,,,,
"HILLSDALE, MI",1,1.0,3.0,3.0,100.0
"HILL, TX",1,1.0,3.0,3.0,100.0
"HILL, MT",1,1.0,3.0,3.0,100.0
"HICKMAN, TN",1,,,,
"HERTFORD, NC",1,1.0,2.0,2.0,100.0
"HERKIMER, NY",1,,,,
"HENRY, OH",1,,,,
"HASKELL, TX",1,,,,
"HENRY, IN",1,1.0,4.0,4.0,100.0
"HENRY, IA",1,,,,
"HENRY, GA",1,1.0,1.0,1.0,100.0
"HENRICO, VA",1,1.0,4.0,4.0,100.0
"HENDRY, FL",1,,,,
"HENDERSON, TX",1,1.0,3.0,3.0,100.0
"HENDERSON, TN",1,1.0,3.0,3.0,100.0
"HENDERSON, KY",1,1.0,2.0,2.0,100.0
"HEMPSTEAD, AR",1,1.0,2.0,2.0,100.0
"HEMPHILL, TX",1,1.0,3.0,3.0,100.0
"HAYWOOD, NC",1,1.0,4.0,4.0,100.0
"HAWKINS, TN",1,1.0,3.0,3.0,100.0
"LAKE, MN",1,,,,
